Indicator origin,Indicator,Sex,Age group,Application,Assumption,Source,Year,Notes
POPPI,Severe hearing loss,Female,80-84,National prevalence applied,0.223,Adrian Davis,1995,"NOTE INCOMPATIBLE AGE BANDS Hearing loss and deafness is usually measured by finding the quietest sounds someone can hear using tones with different frequencies, which are heard as different pitches. The person being tested is asked to respond, usually by pressing a button, when they can hear a tone and the level of the tone is adjusted until they can just hear it. This level is called the threshold. Thresholds are measured in units called dBHL: dB stands for 'decibels' and HL stands for 'hearing level'. The greater the threshold level is in dBHL the worse the hearing loss.  Anyone with thresholds between 0 and 20 dBHL across all the frequencies is considered to have 'normal' hearing. The threshold of 25 dBHL indicates some hearing loss; the threshold of 65 dBHL indicates severe hearing loss. Evidence shows that hearing loss is a serious health condition that can have an adverse impact on a person’s health and quality of life, for example people with hearing loss may find it difficult communicate with other people and have an increased risk of social isolation and other problems such as anxiety, depression and dementia. People with hearing loss may also face barriers to employment due to poor deaf awareness or the lack of communication support. Hearing loss is a common long-term condition and is most cases is not remediable by medical intervention. The primary intervention for most people with hearing loss is hearing aids provided by audiologists. Some people with hearing loss may use British Sign Language (BSL) as their first or preferred language and may consider themselves part of the Deaf community, with a shared history, culture and language."
POPPI,Severe hearing loss,Female,85-89,National prevalence applied,0.223,Adrian Davis,1995,"NOTE INCOMPATIBLE AGE BANDS Hearing loss and deafness is usually measured by finding the quietest sounds someone can hear using tones with different frequencies, which are heard as different pitches. The person being tested is asked to respond, usually by pressing a button, when they can hear a tone and the level of the tone is adjusted until they can just hear it. This level is called the threshold. Thresholds are measured in units called dBHL: dB stands for 'decibels' and HL stands for 'hearing level'. The greater the threshold level is in dBHL the worse the hearing loss.  Anyone with thresholds between 0 and 20 dBHL across all the frequencies is considered to have 'normal' hearing. The threshold of 25 dBHL indicates some hearing loss; the threshold of 65 dBHL indicates severe hearing loss. Evidence shows that hearing loss is a serious health condition that can have an adverse impact on a person’s health and quality of life, for example people with hearing loss may find it difficult communicate with other people and have an increased risk of social isolation and other problems such as anxiety, depression and dementia. People with hearing loss may also face barriers to employment due to poor deaf awareness or the lack of communication support. Hearing loss is a common long-term condition and is most cases is not remediable by medical intervention. The primary intervention for most people with hearing loss is hearing aids provided by audiologists. Some people with hearing loss may use British Sign Language (BSL) as their first or preferred language and may consider themselves part of the Deaf community, with a shared history, culture and language."
POPPI,Severe hearing loss,Female,90+,National prevalence applied,0.223,Adrian Davis,1995,"NOTE INCOMPATIBLE AGE BANDS Hearing loss and deafness is usually measured by finding the quietest sounds someone can hear using tones with different frequencies, which are heard as different pitches. The person being tested is asked to respond, usually by pressing a button, when they can hear a tone and the level of the tone is adjusted until they can just hear it. This level is called the threshold. Thresholds are measured in units called dBHL: dB stands for 'decibels' and HL stands for 'hearing level'. The greater the threshold level is in dBHL the worse the hearing loss.  Anyone with thresholds between 0 and 20 dBHL across all the frequencies is considered to have 'normal' hearing. The threshold of 25 dBHL indicates some hearing loss; the threshold of 65 dBHL indicates severe hearing loss. Evidence shows that hearing loss is a serious health condition that can have an adverse impact on a person’s health and quality of life, for example people with hearing loss may find it difficult communicate with other people and have an increased risk of social isolation and other problems such as anxiety, depression and dementia. People with hearing loss may also face barriers to employment due to poor deaf awareness or the lack of communication support. Hearing loss is a common long-term condition and is most cases is not remediable by medical intervention. The primary intervention for most people with hearing loss is hearing aids provided by audiologists. Some people with hearing loss may use British Sign Language (BSL) as their first or preferred language and may consider themselves part of the Deaf community, with a shared history, culture and language."
POPPI,Unable to manage at least one mobility activity,Male,65-69,National prevalence applied,0.08,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Male,70-74,National prevalence applied,0.1,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Male,75-79,National prevalence applied,0.12,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Male,80-84,National prevalence applied,0.18,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Male,85-89,National prevalence applied,0.35,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Male,90+,National prevalence applied,0.35,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Female,65-69,National prevalence applied,0.09,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Female,70-74,National prevalence applied,0.16,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Female,75-79,National prevalence applied,0.21,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Female,80-84,National prevalence applied,0.29,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Female,85-89,National prevalence applied,0.5,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
POPPI,Unable to manage at least one mobility activity,Female,90+,National prevalence applied,0.5,Living in Britain Survey,2001,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Male,65-69,National prevalence applied,0.194,English Housing Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Male,70-74,National prevalence applied,0.194,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Male,75-79,National prevalence applied,0.127,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Male,80-84,National prevalence applied,0.127,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Male,85-89,National prevalence applied,0.127,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Male,90+,National prevalence applied,0.127,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Female,65-69,National prevalence applied,0.194,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Female,70-74,National prevalence applied,0.194,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Female,75-79,National prevalence applied,0.127,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Female,80-84,National prevalence applied,0.127,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Female,85-89,National prevalence applied,0.127,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
Productive Healthy Ageing Profile (OHID),Long-term limiting disability in unsuitable accommodation,Female,90+,National prevalence applied,0.127,Living in Britain Survey,2019,"This is the proportion of people unable to manage at least one mobility activity on their own. Activities include: going out of doors and walking down the road; getting up and down stairs; getting around the house on the level; getting to the toilet; getting in and out of bed. Figures are taken from Living in Britain Survey (2001), table 29."
